text1	text2	label
不完全阴道纵隔	阴道纵隔	1
"""慢性气管炎,高血压,冠心病,重度骨关节病,失眠,行动不便,"""	重度骨关节病	1
胸101112椎骨质破坏待查伴不全瘫	不完全性瘫痪	1
骨髓增生异常综合征，直肠癌术后	骨髓增生异常综合征	1
学习困难.铅高	开放性损伤愈合不良	0
代谢性酸中毒合并高钾血症	代谢性酸中毒	1
胃窦溃疡型中低分化腺癌根治术后 pT4N1M0 IIIb期化疗	胃术后	1
脑血管病变复查脑血流图检查	脑血管病	1
左耳面神经瘤	慢性支气管炎	0
"""多发骨转移癌伴重度疼痛,免疫力低下"""	癌性疼痛	1
环枕融合环枢脱位	腰椎骨折L4	0
鼻腔放化疗后	结核性胸腔积液	0
双眼倒睫术后	转移性癌	0
大便质粘不畅	其他大便异常	1
(慢性)鼻窦炎/声带息肉	重度骨质疏松	0
左侧月骨三角骨缺血坏死	骨缺血性坏死	1
经典型霍奇金结节硬化型	甲状旁腺功能亢进	0
大血管错位完全性——单纯性	癌	0
双侧卵巢低中分化腺癌	纤维瘤	0
十二指肠腺瘤	腺瘤	1
类风湿性关节炎间质性肺炎	腕舟骨月骨周围脱位	0
右肺鳞状细胞癌	鳞状细胞癌	1
诺卡菌病肺皮肤骨	结肠良性肿瘤	0
右膝骨性关节炎并半月板撕裂	面部开放性损伤	0
产后胎盘残留胎盘置入	浸润性导管癌	0
药疹Stevens-Johnson综合征	史蒂文斯-约翰逊综合征	1
双髋关节退行性改变	双侧髋关节骨性关节病	1
LN复查手裂口化脓	手部开放性损伤	1
妊娠合并肝血管瘤	肝血管瘤	1
口咽癌姑息	口咽恶性肿瘤	1
子宫肌瘤并腺肌症	子宫平滑肌瘤	1
退行性瓣膜病二尖瓣三尖瓣主动脉瓣?	足部损伤	0
符合横结肠低级别绒毛管状腺瘤	足舟骨骨折	0
眼睑静脉畸形	周围静脉畸形	1
复发滤泡淋巴瘤	滤泡淋巴瘤	1
胃癌伴幽门梗阻	胃恶性肿瘤	1
下肢挫伤上肢挫伤	出血性内痔	0
重型颅脑损伤术后2颅内感染	颅内感染	1
左颈部淋巴水囊肿	囊性淋巴管瘤	1
胃窦管状腺癌根治术后(pT4N	胃恶性肿瘤	0
前降支中段心肌桥第一对角支中度狭窄	冠状动脉肌桥	1
胃食管结合部肿瘤化疗后	化学治疗	1
A7垂直阻生D2舌侧错位D3扭转	肝恶性肿瘤	0
鼻咽后壁鳞癌放化疗后	咽鼓管未特指的疾患	0
右乳癌术前新辅助化疗后	化学治疗	0
退行性瓣膜病二尖瓣三尖瓣主动脉瓣?	三尖瓣病	1
左卵巢纤维瘤	转移性肿瘤	0
多发颌面骨骨折	掌跖角化	0
胃体小弯侧低分化腺癌pT4a	胃小弯恶性肿瘤	1
直肠乙状结肠管状腺瘤建议定期随诊复查	乙状结肠良性肿瘤	1
单绒毛膜双羊膜囊双胎妊娠;	下肢软组织感染	0
退行性心瓣膜病变	心脏瓣膜病	1
右上肺斑片状影陈旧性病灶	肺部阴影	1
左颞骨面神经瘤	面神经良性肿瘤	1
浮肿原因待查慢性肾脏病可能	肺病	0
颈椎硬膜外血肿伴不全瘫	不完全性瘫痪	1
右肺腺癌，骨转移，化疗，骨破坏	压疮	0
十二指肠钩虫症	肾积水伴输尿管结石	0
足动静脉畸形	先天性动静脉畸形	1
PBC脾功能亢进	胃食管反流	0
左颧骨纤维异样增殖症	"""躯干未特指的损伤,水平未特指"""	0
起搏器囊袋感染清创术后	心脏电子装置囊袋感染	1
子宫膀胱脱垂	乳头状管状腺瘤	0
脾脏高度充血致脾肿大	脾大	1
妊娠11+1周，G4P1，甲减，巨大儿分娩史，	孕11周	1
"""先天性心脏病：ASD,VSD,PDA"""	无指征剖宫产的单胎分娩	0
（右肺上叶）中分化鳞状细胞癌PT1N0M0Ia期	结肠恶性肿瘤	0
1左膝关节外侧不全盘状半月板前角体部Ⅲ°	先天性盘状半月板	1
G3P1孕39周已产ROA	鼻炎	0
鼻咽未分化型非角化性癌综合治疗后	腰椎骨折	0
红细胞G-6-PD缺乏症	葡萄糖-6-磷酸脱氢酶缺乏性贫血	1
肾发育不良	口腔开放性损伤	0
1.肝癌术后复发多次栓塞术后	上呼吸道感染	0
上感-发热	上呼吸道感染	1
肝右外叶肝细胞癌	心功能Ⅱ级(NYHA分级)	0
颈内颅内段动脉血管多发狭窄并斑块形成	颈内动脉斑块	1
"""高脂血症,膀胱癌术后"""	高脂血症	1
胃十二指肠多发溃疡伴幽门梗阻	幽门梗阻	1
产后出血，中度失血性贫血，妊娠期血小板减少症，妊娠期高血压疾病，妊娠9+月孕2产1剖宫产术后	妊娠合并血小板减少	1
胸椎TBCa	胸椎结核	1
周围神经病变--酒精性周围神经病变可能	酒精中毒性周围神经病	1
冠心病糖尿病关节炎	盆腔囊肿	0
慢性中耳炎胆脂瘤形成	口腔扁平苔癣	0
右上肢及胸腹部锯割伤	上肢开放性损伤	1
非重症免疫相关性血三系减少症	免疫相关性血细胞减少症（IRP）	1
子宫下段横切口剖宫产术	经未特指的剖宫产术分娩	1
右肺下叶小硬结灶性质待查	肺诊断性影像异常	1
双胎之一羊水增多胎儿肠管扩张	双胎妊娠	1
结肠癌并肠梗阻	肠梗阻	1
尿色异常待查，呼吸道感染	管状腺瘤	0
卵巢成熟性囊性畸胎瘤伴神经胶质成分	卵巢良性肿瘤	1
T12L1后缩性骨折	腰椎骨折L1	1
发热肺部感染头晕脑出血后遗症	头晕	1
咳嗽待查上气道综合症？胃食管反流？	胃食管反流	1
甲状旁腺腺瘤	腺瘤	1
胃占位性病变(胃溃疡？肝占位：原发性？转移瘤？)	胃溃疡	1
"""乙状结肠癌肝转移术后复发,肝转移,高血压病"""	高血压	1
子宫颈鳞状细胞癌Ib1期G1-2	膝关节滑膜皱襞综合征	0
A345B1234楔状缺损C7龋齿	小动脉性肾硬化	0
""": 阴道伤口息肉术后脱痂恢复期,宫颈鳞状细胞癌IIA2期伴HPV33型感染术后第二次化疗后,骨髓抑制,轻度贫血 ,阴道顶端恢复期,绝经综合征 ,阴道顶端肉芽增生"""	白细胞减少	0
右额叶胶质母细胞瘤	额叶恶性肿瘤	1
左输卵管异位妊娠	脐瘘	0
前列腺滤泡腺癌放疗后	颈淋巴结肿大	0
左侧髌骨骨梗死右膝髌股关节退变	单侧膝关节骨性关节病	1
肝功受损特纳综合症	足的其他和未特指部位的扭伤和劳损	0
左肺曲霉球病	肺曲霉菌病	1
双颊舌粘膜扁平苔藓	肝硬化	0
原发性支气管肺癌(左上肺鳞癌，cT2aN3M0 ⅢB期PS 1分)	操作后切口出血	0
低度鳞状上皮内病变HPV高危型35阳性	肠坏死	0
肝硬化门脉高压.脾肿大.脾功能亢进，食道胃底静脉曲张	脾大	1
"""肺癌晚期术后复发放疗低硒,咯血,疼痛,咳嗽,恶心,呕吐"""	癌	0
三支血管病变右冠闭塞性病变	冠状动脉闭塞	1
宫颈非角化型鳞癌IIIb期放化疗后	恶性肿瘤放疗	1
鞍区结核瘤	恶性肿瘤复发	0
右上肺鳞癌术后（pT2N2MO	胆石症	0
陈发性房颤，窦缓	窦性心动过缓	1
双侧股骨头置换术后	人工关节术后	1
宫颈湿疣阴道湿疣	尖锐湿疣	1
下咽癌合并胸中段食管癌	转移性癌	0
左舟骨月骨无菌性坏死	月骨缺血性坏死	1
开放性特重型颅脑外伤性意识障碍	意识障碍	1
原发性肝癌伴门静脉癌栓	肝恶性肿瘤	1
宫颈鳞癌IIb期术后化疗后盆腔复发。	额叶恶性肿瘤	0
双肺尖少许肺纤维化放疗后改变	化学治疗	0
遗传性色素沉着消化道息肉	色素沉着未特指的疾患	1
右肱骨结节骨折	胆管腺癌	0
外阴癌放疗	外阴恶性肿瘤	1
急性咽喉炎;咳嗽;慢性鼻咽炎;过敏性鼻炎(变应性鼻炎);变应性哮喘	食管炎	0
非霍杰金淋巴瘤弥漫大B细胞型	弥漫大B细胞淋巴瘤	1
左下肺结节:肺癌	肺占位性病变	1
"""原发性肝癌,慢性乙型病毒性肝炎,肝炎后肝硬变,门脉癌栓"""	门静脉瘤栓	1
胃恶性肿瘤的支持治疗	肝恶性肿瘤	0
脊髓灰质炎<脊髓型>	急性脊髓灰质炎	1
右上腹不适待查，消化不良？	消化不良	1
阴道前壁膨出Ⅲ子宫颈脱出Ⅲ	阴道前壁脱垂	1
颈45不稳伴退变	心功能III级(NYHA分级)	0
胰腺癌并T2椎体、左侧髂骨转移	O	1
皮肤感染性肉芽肿	皮肤缺损	0
结肠中分化腺癌根治术后PT4N1M0 盆腔转移	淋巴结继发恶性肿瘤	1
"""锁骨骨折(右侧,术后)"""	甲状腺恶性肿瘤	0
乳腺癌晚期复发	腓神经损伤	0
咽喉炎，感冒;右侧肺炎，糖尿病	喉炎	1
胃窦溃疡型中低分化腺癌根治术后 pT4N1M0 IIIb期化疗	食管下三分之一的恶性肿瘤	0
回盲部低分化腺癌	胸部开放性损伤	0
"""2型糖尿病,冠状动脉粥样硬化性心脏病,2型糖尿病性周围循环并发症,糖尿病性肾病"""	2型糖尿病	1
胸壁尤文肉瘤	牙齿楔状缺损	0
右侧鼻腔鼻窦新生物Ca可能	肝功能异常	0
双前臂多处软组织被铁片划伤	前臂开放性损伤	1
T183肾移植后临界性排异反应	失用性肌肉萎缩	0
肾透明细胞癌术后	透明细胞癌	1
脑梗死;冠状动脉粥样硬化性心脏病;心绞痛;脑动脉硬化	避孕环移位	0
右侧输卵管伞端闭锁并积血	输卵管闭锁	1
颈管炎宫内膜炎	肺恶性肿瘤	0
胎儿完全性大动脉转位伴完整室间隔	食管恶性肿瘤	0
胆汁反流性胃炎	恶性肿瘤复发	0
乳腺癌晚期复发	直肠恶性肿瘤	0
胸腹部及会阴部烫伤　Ⅰ°-浅Ⅱ° TBSA 6%	未特指的骨软骨发育不良	0
"""1脑动脉硬化，2原发性高血压2级高危组32型糖尿病并周围神经病4前列腺增生5T2,3水平椎管后份硬脊膜外病变原因"""	未分化的癌	0
卵巢恶性肿瘤(IV期 骨转移)	卵巢恶性肿瘤	1
腰45椎间盘突出	腰椎间盘突出	1
颈胸椎发育畸形	妊娠状态	0
类风湿性关节炎并肺间质病变II型呼衰	Ⅱ型呼吸衰竭	1
"""乳腺癌改良根治术后,化疗,骨转移,骨质疏松,肝转移,肝损伤"""	结缔组织病	0
先天性脊髓栓系综合征	皮肤缺损	0
咽部异物划伤	咽内异物	1
糖尿病糖尿病肾病糖尿病视网膜病变	髂内动脉瘤	0
腰1椎体爆裂骨折并脊髓损伤	肺继发恶性肿瘤	0
B淋巴母细胞性淋巴瘤4期	B淋巴母细胞性白血病/淋巴瘤	1
大汗腺炎	未特指的顶(浆分)泌汗腺疾患	1
右外耳道乳头状瘤	乳头状瘤	1
胃低分化腺癌	胃恶性肿瘤	1
双侧额叶脱髓鞘及缺血性改变可能	脱髓鞘性脑病	1
多脏器功能障碍肝肾脑凝血	多脏器功能障碍综合征[MODS]	1
左下肢左髋骶尾部压迫性溃疡	压疮	1
左股骨干骨折术后内固定物取出术后	胸腔积液	0
吞咽堵塞感查因贲门迟缓	周围静脉畸形	0
T12-L1压缩性骨折	玻璃体混浊	0
心慌、震颤	震颤	1
膝关节骨关节炎左膝游离体	膝关节游离体	1
颈动脉狭窄支架术后	血管支架植入术后状态	1
右眼玻璃体术后，硅油眼	乳腺恶性肿瘤	0
右肾肾上腺腺瘤	腺瘤	1
双下肺肺炎	肺炎	1
植物神经紊乱躯体化功能障碍	躯体化障碍	1
盲肠1升结肠2管状腺瘤伴低级别上皮内瘤变	升结肠良性肿瘤	1
多发转移癌	肠系膜恶性肿瘤	0
下咽后壁乳头状瘤	乳腺恶性肿瘤	0
乳腺肿瘤(化疗后)	乳腺恶性肿瘤	1
左股骨慢性骨髓炎	股骨骨髓炎	1
双侧踇趾甲下黑斑甲下淤血	癌	0
非霍奇金淋巴瘤 滤泡性淋巴瘤 3A级 Ⅳ期 A组（累及双锁骨上窝、双腋窝、纵隔心膈角区、腹膜后、盆腔、双腹股沟）ECOG评分3分 A组FLIPI-1 5分 FLIPI-2 3分	滤泡淋巴瘤	1
腹痛-胃炎；腹腔感染	腹痛	1
左面部腮裂瘘	鳃裂瘘	1
腰1压缩骨折	腰椎压缩性骨折	1
面部原位黑(色素)瘤	肝炎肝硬化	0
右乳腺癌联合治疗后	皮肤感染	0
H59802青睫综合征	青光眼睫状体炎危象[青光眼睫状体炎综合征]	1
右侧乳房肿块分叶状肿瘤	胰腺囊肿	0
左肺上叶腺癌cT3N3M0 IIIB期（第八版） 化疗	头晕	0
左面部麻木味觉减退功能性可能性大	味觉障碍	1
火焰烧伤面部	火焰烧伤	1
其他特指皮肤棘层松解性疾患	其他特指的皮肤棘层松解性疾患	1
卵巢交界癌	骨折术后	0
出血性血小板增多症	糜烂性胃炎	0
瘢痕性秃发烧后	瘢痕性脱发[瘢痕性毛发缺失]	1
妊娠滋养细胞肿瘤第八次化疗	正常分娩	0
胃平滑肌瘤	胃良性肿瘤	1
双侧眉弓软组织挫裂伤	眉弓裂伤	1
胃窦病变伴上消化道大出血	胃和十二指肠未特指的疾病	1
右乳癌术后锁骨上淋巴结转移	基底节脑梗死	0
食管溃疡型中分化鳞形细胞癌	鳞状细胞癌	1
右附件低回声右输卵管积液代排	输卵管积水	1
右膝关节外侧盘状盘状半月板伴Ⅲ°撕裂	先天性盘状半月板	1
粟粒大结肠黏膜组织1块呈低级别管状腺瘤	结肠良性肿瘤	1
术后伴胸壁、纵隔、腹膜后等多发淋巴结转移（T1bN3M1a IV期）	胸壁淋巴结继发恶性肿瘤	1
女性不育症与宫角阻塞有关	子宫起因的女性不孕症	1
右侧平足右胫骨远端骨质改变	恶性肿瘤放射治疗后的随诊检查	0
双鼻腔新生物送检为霉菌倾向曲菌	食欲不振	0
扩张性心脏病心功能Ⅲ-Ⅳ级	恶性肿瘤术后化疗	0
嗜酸细胞性结肠炎	嗜酸细胞性胃肠炎	1
颅内真菌感染	真菌感染	1
"""高血压病,糖尿病,冠心病，皮炎,心律失常,泌尿道感染"""	冠状动脉粥样硬化性心脏病	1
其他为胎儿异常和损害给予的孕产妇医疗	为其他(可疑J胎儿异常和损害给予的孕产妇医疗	1
L12溶骨性破坏伴不全瘫	骨质破坏	1
肛周湿疣	肛门生殖器疣	1
非霍奇金B细胞淋巴瘤	非霍奇金淋巴瘤(B细胞型)	1
会阴裂伤I度裂伤	肉芽肿	0
低磷抗D性软骨病转归其他	肺曲霉菌病	0
口服结核药物呕吐、食欲差	药物不良反应	1
右颈神经鞘瘤	神经鞘瘤	1
右下肢浅静脉曲张术后	下肢静脉曲张	1
胃癌术后骨转移术后	胃恶性肿瘤	1
急性支气管炎/骨关节病/睡眠障碍	胰腺分裂症	0
肝M放化疗后	化学治疗	1
脑底血管环发育变异	脑血管畸形	1
左小腿开放性伤口愈合不良	腺瘤样息肉	0
脑动脉硬化脂肪肝	不完全性瘫痪	0
右上肢猫抓伤	猫抓病	1
贲门癌放化疗后	化学治疗	1
妊娠瘙痒闰（妊娠合并肝内胆汁淤积症）	沸水烫伤	0
盆腔低分化神经母细胞瘤高危ufh型3期术前化疗5次术后化疗	过敏性肺炎[外源性过敏性肺泡炎]	0
马尾神经损害	马尾损伤	1
双肺气肿并肺大泡形成	肺大疱	1
左乳癌术后伴双肺、多发骨转移综	肾感染	0
妊娠合并亚临床甲状腺机能减退	妊娠状态	1
横结肠缺血坏死伴穿孔	缺血性肠坏死	1
左骶髂骨巨细胞瘤	腰椎间盘移位	0
甲状腺压迫综合症	颈交感神经麻痹[霍纳综合征]	1
左颈部腮裂囊肿改变	鳃裂囊肿	1
淤血性脾肿大另送副脾组织	单侧膝关节骨性关节病	0
乙状结肠中分化腺癌伴肝转移术后（T3N1M1 D	乙状结肠恶性肿瘤	1
"""直肠癌 盆腔淋巴结转移,术前放化疗"""	卵巢术后	0
重度疼痛胰腺癌	甲状腺良性肿瘤	0
原发性中枢神经系统淋巴瘤放化疗后	神经系统病变	0
高血压病Ⅲ期	咽内异物	0
急性中耳炎;鼻中隔偏曲;慢性鼻咽炎;鼻炎;外耳道疖;变应性支气管炎	慢性鼻咽炎	1
梗死KillipII级陈旧性正后壁	右肺恶性肿瘤	0
全身多发性骨质改变腰23不稳	癌	0
结肠腺癌	肩颈部劳损	0
食管癌根治术	"""完全性肺静脉异位引流,心上型"""	0
右膝部完全盘状半月板髌骨内侧皱襞	先天性盘状半月板	1
左锁骨下动脉及左椎动脉支架置入术	横结肠良性肿瘤	0
尿毒症腹膜透析高血压病冠心病	腹膜透析治疗	1
眼视神经瘤	低钙血症	0
胃窦低分化腺癌探查术后免疫治疗	胃窦恶性肿瘤	1
子宫内膜中低分化内膜样腺癌	癌	0
"""宫颈癌 肠镜检查 肠道准备 肠镜麻醉,焦虑抑郁状态伴失眠，神经痛"""	焦虑状态	1
肝穿活检肝细胞轻度脂肪变性	癌	0
系统性红斑狼疮并狼疮性肾炎（V型）并血液系统损害	系统性红斑狼疮	1
多发性腔隙梗塞陈旧性	腔隙性脑梗死	1
双下肢溃疡伴感染	神经鞘膜瘤	0
胰腺分裂症转归好转	淋巴结反应性增生	0
2宫腔内容物增生期样子宫内膜伴息肉样增生	炎性脊椎病	0
头昏胀高TC	水肿	0
肝占位性病变:肝癌	不完全性瘫痪	0
右鼻腔新生物Ca	右肺恶性肿瘤	0
CHB后硬化	乙型肝炎肝硬化	1
"""非霍奇金淋巴瘤，NK/T细胞淋巴瘤,侵及左鼻腔及副鼻窦,鼻咽镜检查活检，局麻预防出血,化疗后骨髓抑制，白细胞减低,关节痛"""	降结肠恶性肿瘤	0
结缔组织疾病相关性间质性肺疾病急性加重	髋关节撞击综合征	0
孕3产1宫内妊娠38周1天单活胎LOA	孕38周	1
筛窦癌化疗	筛窦恶性肿瘤	1
病毒性肝炎乙型慢性重型	高血压	0
腹膜后肿物肿物	牙齿楔状缺损	0
右眼视网膜裂空变性激光后	视网膜裂孔	1
腰椎间盘突出(腿麻)	糖尿病肾病III期	0
右肱骨大结节、肩胛盂骨折	未特指的霍奇金病	0
脑脱髓鞘改变脑缺血发作	脱髓鞘性脑病	1
肝Ca肝硬化乙肝	O	1
内侧关节室OA骨梗死	基底动脉血栓形成	0
腰椎管狭窄症：L4/5椎间盘突出；	化疗药物反应	0
口咽鳞癌化疗后	21-三体综合征[Down综合征]	0
结肠腺癌Ⅳ期	结肠恶性肿瘤	1
甲状腺滤泡性癌	下肢肌肉损伤	0
L1腰椎压缩性骨折	继发性癌	0
"""多发骨转移癌伴重度疼痛,免疫力低下"""	疼痛	1
右肝巨块型肝癌伴肝内转移，门静脉右支癌栓	肌炎	0
头皮色素瘤	反酸	0
腕关节骨性关节炎(单侧严重性)	胃体恶性肿瘤	0
糜烂性胃炎，异位胰腺	O	0
颈椎损伤伴不全瘫	室管膜囊肿	0
先天性肾血管畸形	肾血管畸形	1
左小腿截肢残端肌肉及皮肤软组织坏死	白细胞减少	0
急性GVHD（肠道）可能性大	肾萎缩	0
冠心病;骨质疏松;高血压;脑动脉硬化	高血压	1
左肺腺癌（T2N3M1B IV期）	龋病	0
"""尿毒症;肾性贫血;周围神经病;冠心病心律失常型;高血压;肾性贫血,高脂血症;原发性甲状腺机能减退"""	"接触刀、剑或匕首造成的损伤,在未特指场所"""	0
钙化上皮瘤？化脓性肉芽肿？	新生儿缺氧缺血性脑病	0
慢性肾功能衰竭并急性肾衰	肺恶性肿瘤	0
双肺病灶性质待查炎性可能性大恶性不除外	骨继发恶性肿瘤	0
高血压/胸闷/颈动脉狭窄/晕厥	腰椎骨折L2	0
十二指肠球部狭窄并不全梗阻	不完全性肠梗阻	1
甲状腺左叶乳状ca术后局部复发	脑萎缩	0
前降支肌桥	真皮痣	0
"""痛经,闭经,盆腔炎"""	脑血管病	0
肉芽肿性小叶炎	乳腺炎性肉芽肿	1
低钠低钾低氯	低氯血症	1
脑动脉硬化;乏力;耳鸣;脑血管供血不足	盆腔淋巴结继发恶性肿瘤	0
心律失常窦性心动过缓	心律失常	1
右腮腺腺泡细胞癌	瘢痕	0
肝门胆管癌（pT2N1）	前列腺炎	0
双侧乳腺增生并结节形成	糖尿病	0
胸膜继发癌	动脉粥样硬化	0
左胫腓骨纤维异样增殖症	手指挤压伤	0
窦性不齐左室高电压轻度缺血改变	胸椎压缩性骨折	0
新生儿反应弱肌张力弱原因待查	糖尿病性肾病	0
咯血待查：支气管扩张伴感染?肺恶性肿瘤？	胃酸分泌过多	0
右臀部纤维肉瘤	肺恶性肿瘤	0
肝硬化门脉高压.脾肿大.脾功能亢进，食道胃底静脉曲张	直肠恶性肿瘤	0
d副舟骨畸形右侧d	上腹痛	0
左颞下颌关节紊乱综合征感染？	颞下颌关节紊乱病	1
右颞顶枕及基底节区多发梗塞	基底节脑梗死	1
甲状腺乳头状癌术后伴双肺转移（TxN1bM1，Ⅳc期，高危）	骨髓继发恶性肿瘤	0
右腹股沟滤泡性淋巴瘤靶向治疗	脾大	0
扩张型心肌病心律失常：持续性室速慢性心功能不全NYHAIII-IV级	心功能III级(NYHA分级)	1
4慢性肺心病心功能3级	下肢占位	0
心功能1级(KILLIP分级)	甲状腺恶性肿瘤	0
股四头肌末端病臀上皮神经卡压征	急性ST段抬高型心肌梗死	0
双耳感音神经聋老年性聋	肝脾大	0
直肠肛管内盲瘘	盲管瘘	1
"""肺癌 放疗化疗,放射性皮炎,咳嗽,肝功能损害 预防过敏,化疗止吐 维生素缺乏"""	放射性皮炎	1
失代偿性呼吸性合并代谢性酸中毒	代谢性酸中毒	1
手裂伤伴感染	感染	1
左小脑半球血管网状细胞病	烟雾病[脑底异常血管网病]	1
慢阻肺肺心病急性发作	子宫术后	0
盲肠升结肠横结肠管状腺瘤	升结肠良性肿瘤	1
右乳浸润性导管癌ⅡB期(pT2N1M0)改良根治术	拇指骨折	0
完全性肺静脉异位引流——混合型延迟关胸	椎-基底动脉供血不全	0
丝虫性象皮病	病毒性肝炎戊型急性无黄疸型	0
食道高-中分化鳞癌粒子植入术后	食管恶性肿瘤	1
G2P1孕35+5周待产LOA妊娠合并胰腺炎	妊娠合并急性胰腺炎	1
左髌骨骨折术后	骨折术后	1
右乳浸润性导管癌生物治疗	恶性肿瘤生物治疗	1
"""2型糖尿病,糖尿病伴神经并发症,糖尿病伴有肾的并发症,其他特指的"""	2型糖尿病	1
舌癌(岩)	舌恶性肿瘤	1
面部皮肤红肿过敏	过敏反应	1
特指手术后状态(右肝癌术后)	肝恶性肿瘤	1
高血压冠心病关节炎牙痛	孕11周	0
泌乳素瘤	冠状动脉肌桥	0
附件转移（Ⅳ期）根治术后（Dixon术）	下肢水肿	0
肝总管Ca肝内占位	粘液癌	0
抑郁症脑血管疾病后	性质未特指的肿瘤	0
睾丸未发育性腺低功	肺部感染	0
坠落伤右肱骨开放性骨折伴脱位	肱骨骨折	1
结肠肝曲癌并不全梗阻	上唇恶性肿瘤	0
猫抓伤病史	腺癌	0
大便习惯性质改变待查肠镜检查	非小细胞癌	0
双下肢废用性萎缩左足跟压疮	压疮	1
头面部外伤-头外伤后反应左第八肋骨骨折	胸部占位	0
左面神经疾患左面神经功能亢进	未特指的面神经疾患	1
低白蛋白血症持续透析状态	肾脏透析状态	1
腹腔继发恶性肿瘤放疗后	恶性肿瘤放疗	1
双眼屈光不正（屈光人工晶体术后）	前臂开放性损伤	0
马德隆畸形	先天性外耳道闭锁	0
宫颈腺癌，低分化	子宫颈恶性肿瘤	1
甲状腺双叶滤泡型腺瘤	肾上腺良性肿瘤	1
颞部皮肤松弛	面部皮肤松弛	1
腰大池引流术后	具有脑脊液引流装置	1
两侧基底节腔隙性梗塞	基底节脑梗死	1
左距骨骰骨踝和足韧带破裂伴骨缺损	足部韧带断裂	1
"""肺癌晚期术后复发放疗低硒,咯血,疼痛,咳嗽,恶心,呕吐"""	股骨良性肿瘤	0
腺性膀胱炎术后复查	膀胱术后	1
子宫内膜癌 慢支 化疗中	鳞状细胞癌	0
耳廓肿物（纤维瘤）	散光	0
双膝关节骨关节病	双侧膝关节骨性关节病	1
右肺癌术后 双肺多发转移 脑转移	肺继发恶性肿瘤	1
双耳感音神经聋老年性聋	前列腺恶性肿瘤	0
慢性肠炎伴肠功能紊乱	房性期前收缩[房性早搏]	0
急性百草枯中毒并多脏器功能障碍	非霍奇金淋巴瘤	0
"""胆囊切除术后,胆管结石,胆管炎,骨关节炎,行动不便"""	淋巴瘤	0
胃癌术后骨转移术后	转移性癌	1
胸腰椎骨折	扩张性心肌病[充血性心肌病]	0
全心功能减弱	甲状腺良性肿瘤	0
鼻咽癌放疗后未控	化学治疗	1
"""直肠癌术后,腰痛,失眠,高血压,冠状动脉性心脏病"""	腰痛	1
"""肺腺鳞癌,脑转移,非小细胞肺癌晚期,化疗止吐,抗过敏"""	化学治疗	1
肝Ca肝硬化乙肝	骨折术后	0
糖尿病低血糖;糖尿病视网膜病变;高脂血症	冠状动脉肌桥	0
诺卡菌病肺皮肤骨	皮肤诺卡菌病	1
右上腭鳞癌	恶性肿瘤术后放疗	0
右侧胫腓骨骨折	取出骨折内固定装置	0
右肺中叶腺癌治疗后的随诊检查	恶性肿瘤其他治疗后的随诊检查	1
胃腺管状腺瘤	特发性血小板减少性紫癜	0
脾静脉内瘤栓	子宫颈恶性肿瘤	0
进行性掌指角皮病	角化病	1
结肠肝曲管状腺瘤局部上皮中度不典型	结肠肝曲良性肿瘤	1
乳腺恶性肿瘤的支持治疗	恶性肿瘤支持治疗	1
直肠送检大肠粘膜呈绒毛状-管状腺瘤	直肠良性肿瘤	1
烧、烫伤(急)	Q-T间期延长	0
肛门感觉异常阴部神经症候群	肺门淋巴结继发恶性肿瘤	0
多发性骨纤维发育反复不良伴性早熟综合征	滋养细胞病	0
右上肺周围型中分化肺癌IIIa	癌	1
前列腺癌？骨转移？	心力衰竭	0
G4P2孕39周已产LOA	正常分娩	1
自发性颅内低压硬膜外自体血注射治疗后	转移性癌	0
1.新生儿溶血病（ABO）	新生儿ABO血型不合溶血病	1
"""腰重度疼痛,椎体多发骨破坏,左肺上叶肺癌？,肝转移"""	骨质破坏	1
隐匿性抑郁慢性主观性头昏	头晕	1
左下肢无力儿麻后遗症	肢体无力	1
脑膜脑膨出	脑膜脑膨出	1
右肺少许增生的梭行细胞伴异性考虑恶性	右肺恶性肿瘤	1
胆道高位梗阻考虑恶性	胆道恶性肿瘤	1
手足发育异常	下肢供血不足	0
脑动静脉畸形栓塞术后	化学治疗	0
右髌骨软化右股骨外髁上方局灶性囊性变	右肺恶性肿瘤	0
右肺下叶腺癌IVA期	股动脉血栓形成	0
面颈部刀伤	锁骨下动脉斑块	0
颈部前胸部猫抓伤	子宫颈息肉	0
疤痕子宫腹腔镜下子宫腺肌症切除术	瘢痕子宫	1
喉咽癌综合治疗后	喉咽恶性肿瘤	1
继发性间质肺疾病	海马硬化[颞叶内侧硬化]	0
原发性皮肤钙质沉着	结肠术后	0
"""脑梗死,记忆力减退,高脂血症,骨质疏松"""	慢性萎缩性胃炎	0
胆管上皮乳头状增生伴局部上皮不典型增	房间隔缺损	0
右肺上叶鳞癌（pT2aN2M0 IIIa期）术后	淋巴结继发恶性肿瘤	1
吞咽堵塞感查因贲门迟缓	吞咽障碍	1
右肺纤维硬结灶右肺肥大泡	肝恶性肿瘤	0
宫颈中分化鳞癌免疫治疗	子宫颈恶性肿瘤	1
宫颈低分化腺癌Ⅰb1期	子宫颈恶性肿瘤	1
胸髓萎缩伴空洞	不自主运动	0
胃窦管状腺瘤伴轻-中度不典型增生Hp-	胃良性肿瘤	1
下肢静脉瓣膜功能不全	下肢静脉功能不全	1
月经不调早孕	月经紊乱	1
苍白球钙化	脑钙化	1
